"book_num","book_id","chapter","verse","manuscript","date","words"
"25","3JN","1","01","GA 01","325-360","ο","πρεσβυτεροσ","γαιω","τω","αγαπητω","ον","εγω","αγαπω","εν","αληθια"
"25","3JN","1","01","GA 03","325-349","ο","πρεσβυτεροσ","γαιω","τω","αγαπητω","ον","εγω","αγαπω","εν","αληθεια"
"25","3JN","1","01","GA 02","375-499","ο","πρεσβυτεροσ","γαιω","τω","αγαπητω","ον","εγω","αγαπω","εν","αληθεια"
"25","3JN","1","01","WH","1885","ο","πρεσβυτεροσ","γαιω","τω","αγαπητω","ον","εγω","αγαπω","εν","αληθεια"
"25","3JN","1","01","ST","1550","ο","πρεσβυτεροσ","γαιω","τω","αγαπητω","ον","εγω","αγαπω","εν","αληθεια"
"25","3JN","1","02","GA 01","325-360","αγαπητε","περι","παντων","ευχομε","σε","ευοδουσθε","και","υγιαινειν","καθωσ","ευοδουται","σου","η","ψυχη"
"25","3JN","1","02","GA 03","325-349","αγαπητε","περι","παντω","ευχομαι","σε","ευοδουσθαι","και","υγιαινειν","καθωσ","ευοδουται","σου","η","ψυχη"
"25","3JN","1","02","GA 02","375-499","αγαπητε","περι","παντων","ευχομαι","σε","ευοδουσθαι","και","υγιαινειν","καθωσ","ευοδουται","σου","η","ψυχη"
"25","3JN","1","02","WH","1885","αγαπητε","περι","παντων","ευχομαι","σε","ευοδουσθαι","και","υγιαινειν","καθωσ","ευοδουται","σου","η","ψυχη"
"25","3JN","1","02","ST","1550","αγαπητε","περι","παντων","ευχομαι","σε","ευοδουσθαι","και","υγιαινειν","καθωσ","ευοδουται","σου","η","ψυχη"
"25","3JN","1","03","GA 01","325-360","εχαρην","","λιαν","ερχομενων","αδελφω","και","μαρτυρουντων","σου","τη","αληθεια","καθωσ","συ","εν","αληθεια","περιπατεισ"
"25","3JN","1","03","GA 03","325-349","εχαρην","γαρ","λειαν","ερχομενων","αδελφων","και","μαρτυρουν","σου","τη","αληθεια","καθωσ","συ","εν","αληθεια","περιπατεισ"
"25","3JN","1","03","GA 02","375-499","εχαρην","γαρ","λια","ερχομενων","αδελφων","και","μαρτυρουντων","σου","τη","αληθεια","καθωσ","","εν","αληθεια","περιπατεισ"
"25","3JN","1","03","GA 04","375-499","εχαρην","γαρ","λιαν","ερχομενων","αδελφων","και","μαρτυρουτων","σου","τη","αληθεια","καθωσ","συ","εν","αληθεια","περιπατεισ"
"25","3JN","1","03","WH","1885","εχαρην","γαρ","λιαν","ερχομενων","αδελφων","και","μαρτυρουντων","σου","τη","αληθεια","καθωσ","συ","εν","αληθεια","περιπατεισ"
"25","3JN","1","03","ST","1550","εχαρην","γαρ","λιαν","ερχομενων","αδελφων","και","μαρτυρουντων","σου","τη","αληθεια","καθωσ","συ","εν","αληθεια","περιπατεισ"
"25","3JN","1","04","GA 01","325-360","μιζοτεραν","τουτων","","ουκ","εχω","χαραν","ινα","ακουω","τα","εμα","τεκνα","εν","","αληθεια","περιπατουντα"
"25","3JN","1","04","GA 03","325-349","μειζοτεραν","τουτων","","ουκ","εχων","χαριν","ινα","ακουω","τα","εμα","τεκνα","εν","τη","αληθεια","περιπατουντα"
"25","3JN","1","04","GA 02","375-499","μειζοτεραν","τουτων","","ουκ","εχω","χαραν","ινα","ακουω","τα","εμα","τεκνα","εν","τη","αληθεια","περιπατουντα"
"25","3JN","1","04","GA 04","375-499","μειζοτεραν","τουτων","χαραν","ουκ","εχω","","ινα","ακουω","τα","εμα","τεκνα","εν","τη","αληθεια","περιπατουντα"
"25","3JN","1","04","WH","1885","μειζοτεραν","τουτων","","ουκ","εχω","χαριν","ινα","ακουω","τα","εμα","τεκνα","εν","τη","αληθεια","περιπατουντα"
"25","3JN","1","04","ST","1550","μειζοτεραν","τουτων","","ουκ","εχω","χαραν","ινα","ακουω","τα","εμα","τεκνα","εν","","αληθεια","περιπατουντα"
"25","3JN","1","05","GA 01","325-360","αγαπητε","πιστο","ποιεισ","ο","εαν","εργαση","εισ","τουσ","αδελφουσ","και","τουτο","","ξενουσ"
"25","3JN","1","05","GA 03","325-349","αγαπητε","πιστον","ποιεισ","ο","εα","εργαση","εισ","τουσ","αδελφουσ","και","τουτο","","ξενουσ"
"25","3JN","1","05","GA 02","375-499","αγαπητε","πιστον","ποιεισ","ο","εαν","εργαζη","εισ","τουσ","αδελφουσ","και","τουτο","","ξενουσ"
"25","3JN","1","05","GA 04","375-499","αγαπητε","πιστον","ποιεισ","ο","εαν","εργαση","εισ","τουσ","αδελφουσ","και","τουτο","","ξενουσ"
"25","3JN","1","05","WH","1885","αγαπητε","πιστον","ποιεισ","ο","εαν","εργαση","εισ","τουσ","αδελφουσ","και","τουτο","","ξενουσ"
"25","3JN","1","05","ST","1550","αγαπητε","πιστον","ποιεισ","ο","εαν","εργαση","εισ","τουσ","αδελφουσ","και","εισ","τουσ","ξενουσ"
"25","3JN","1","06","GA 01","325-360","οι","εμαρτυρησαν","σου","τη","αγαπη","ενωπιον","εκκλησιασ","ουσ","καλωσ","ποιησεισ","προπεμψασ","αξιωσ","του","θυ"
"25","3JN","1","06","GA 03","325-349","οι","εμαρτυρησαν","σου","τη","αγαπη","ενωπιον","εκκλησιασ","ου","καλωσ","ποιησεισ","προπεμψασ","αξιωσ","του","θυ"
"25","3JN","1","06","GA 02","375-499","οι","εμαρτυρησαν","σου","τη","αγαπη","ενωπιον","εκκλησιασ","ουσ","καλωσ","ποιησεισ","προπεμψασ","αξιωσ","του","θυ"
"25","3JN","1","06","GA 04","375-499","οι","εμαρτυρησαν","σου","τη","αγαπη","ενωπιον","εκκλησιασ","ουσ","καλωσ","ποιησασ","προπεμψεισ","αξιωσ","του","θυ"
"25","3JN","1","06","WH","1885","οι","εμαρτυρησαν","σου","τη","αγαπη","ενωπιον","εκκλησιασ","ουσ","καλωσ","ποιησεισ","προπεμψασ","αξιωσ","του","θεου"
"25","3JN","1","06","ST","1550","οι","εμαρτυρησαν","σου","τη","αγαπη","ενωπιον","εκκλησιασ","ουσ","καλωσ","ποιησεισ","προπεμψασ","αξιωσ","του","θεου"
"25","3JN","1","07","GA 01","325-360","υπερ","γαρ","γαρ","του","ονοματοσ","","εξηλθαν","μηδεν","λαμβανοντεσ","απο","των","εθνικω"
"25","3JN","1","07","GA 03","325-349","υπερ","γαρ","","του","ονοματοσ","","εξηλθαν","μηδεν","λαμβανοτεσ","απο","των","εθνικω"
"25","3JN","1","07","GA 02","375-499","υπερ","γαρ","","του","ονοματοσ","","εξηλθον","μηδεν","λαμβανοντεσ","απο","των","εθνικων"
"25","3JN","1","07","GA 04","375-499","υπερ","γαρ","","του","ονοματοσ","","εξηλθον","μηδε","λαμβανοντεσ","απο","","εθνικων"
"25","3JN","1","07","WH","1885","υπερ","γαρ","","του","ονοματοσ","","εξηλθαν","μηδεν","λαμβανοντεσ","απο","των","εθνικων"
"25","3JN","1","07","ST","1550","υπερ","γαρ","","του","ονοματοσ","","εξηλθον","μηδεν","λαμβανοντεσ","απο","των","εθνων"
"25","3JN","1","08","GA 01","325-360","ημεισ","ουν","οφιλομεν","υπολαμβανιν","τουσ","τοιουτουσ","ινα","συνεργοι","γινωμεθα","τη","εκκλησια"
"25","3JN","1","08","GA 03","325-349","ημεισ","ουν","οφειλομε","υπολαμβανειν","τουσ","τοιουτουσ","ινα","συνεργοι","γεινωμεθα","τη","αληθεια"
"25","3JN","1","08","GA 02","375-499","ημεισ","ουν","οφιλομεν","υπολαμβανειν","τουσ","τοιουτουσ","ινα","συνεργοι","γεινωμεθα","τη","εκκλησια"
"25","3JN","1","08","GA 04","375-499","ημεισ","ουν","οφειλομεν","υπολαμβανειν","τουσ","τοιουτουσ","ινα","συνεργοι","γινωμεθα","τη","αληθεια"
"25","3JN","1","08","WH","1885","ημεισ","ουν","οφειλομεν","υπολαμβανειν","τουσ","τοιουτουσ","ινα","συνεργοι","γινωμεθα","τη","αληθεια"
"25","3JN","1","08","ST","1550","ημεισ","ουν","οφειλομεν","απολαμβανειν","τουσ","τοιουτουσ","ινα","συνεργοι","γινωμεθα","τη","αληθεια"
"25","3JN","1","09","GA 01","325-360","εγραψα","τι","τη","εκκλησια","αλλ","ο","φιλοπρωτευων","αυτων","διοτρεφησ","ουκ","επιδεχεται","ημασ"
"25","3JN","1","09","GA 03","325-349","εγραψασ","τι","τη","εκκλησια","αλλ","ο","φιλοπρωτευων","αυτω","διοτρεφησ","ουκ","επιδεχεται","ημασ"
"25","3JN","1","09","GA 02","375-499","εγραψα","τι","τη","εκκλησια","αλλ","ο","φιλοπρωτευω","αυτων","διοτρεφησ","ουκ","επιδεχεται","ημασ"
